OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
216,45243,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,Dorchester,McConnell Park,-71.0512161,42.3081169,POINT (-71.051217980999979 42.308115307000037),-71.05121798,42.30811531
217,45244,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,McConnell Park,-71.0511246,42.3081131,POINT (-71.051122841999984 42.308114549000038),-71.05112284,42.30811455
218,45245,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,Dorchester,McConnell Park,-71.0510788,42.3081474,POINT (-71.051076010999964 42.30814698100005),-71.05107601,42.30814698
219,45246,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,McConnell Park,-71.051033,42.3081131,POINT (-71.051033489999952 42.308112969000035),-71.05103349,42.30811297
220,45247,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Dorchester,McConnell Park,-71.0509109,42.3081245,POINT (-71.050908530999948 42.308122653000055),-71.05090853,42.30812265
221,45248,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,McConnell Park,-71.0508423,42.3081055,POINT (-71.050841238999965 42.308103576000065),-71.05084124,42.30810358
222,45249,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,--,Boston,Dorchester,McConnell Park,-71.0508194,42.3081436,POINT (-71.050817098999971 42.308144473000027),-71.0508171,42.30814447
223,45250,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,McConnell Park,-71.050766,42.3081017,POINT (-71.050767714999949 42.308103459000051),-71.05076771,42.30810346
224,45251,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Dorchester,McConnell Park,-71.050705,42.3081055,POINT (-71.050706733999959 42.308105268000077),-71.05070673,42.30810527
225,45252,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Dorchester,McConnell Park,-71.0506363,42.3081169,POINT (-71.050638810999942 42.30811658600004),-71.05063881,42.30811659
226,45253,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Dorchester,McConnell Park,-71.0505905,42.3081169,POINT (-71.050592503999951 42.308118628000045),-71.0505925,42.30811863
227,45254,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,McConnell Park,-71.05056,42.308094,POINT (-71.050558896999974 42.308095408000042),-71.0505589,42.30809541
228,45255,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Dorchester,Ryan Playground,-71.0564957,42.3176308,POINT (-71.056498633999979 42.317631934000076),-71.05649863,42.31763193
